(18.2,4.99936,3.39997)
(18.2,4.99937,3.19997)
(18.6,4.99937,3.19997)
(18.6,4.99937,3.39997)
(18.2,4.79936,3.39996)
(18.2,4.79937,3.19996)
(18.6,4.79937,3.39996)
(18.6,4.79937,3.19996)
(17.8,4.99936,3.39997)
(17.8,4.99936,3.19997)
(18.2,4.99937,3.19997)
(18.2,4.99936,3.39997)
(17.8,4.79936,3.39996)
(17.8,4.79936,3.19996)
(18.2,4.79936,3.39996)
(18.2,4.79937,3.19996)
(17.4,4.99936,3.39996)
(17.4,4.99936,3.19996)
(17.8,4.99936,3.19996)
(17.8,4.99936,3.39996)
(17.4,4.79936,3.39996)
(17.4,4.79936,3.19996)
(17.8,4.79936,3.39996)
(17.8,4.79936,3.19996)
(17,4.99936,3.39996)
(17,4.99935,3.19996)
(17.4,4.99936,3.19996)
(17.4,4.99936,3.39996)
(17,4.79936,3.39996)
(17,4.79935,3.19996)
(17.4,4.79936,3.39996)
(17.4,4.79936,3.19996)
(16.6,4.99936,3.39996)
(16.6,4.99935,3.19996)
(17,4.99935,3.19996)
(17,4.99936,3.39996)
(16.6,4.79936,3.39996)
(16.6,4.79935,3.19996)
(17,4.79936,3.39996)
(17,4.79935,3.19996)
(16.2,4.99936,3.39996)
(16.2,4.99935,3.19996)
(16.6,4.99935,3.19996)
(16.6,4.99936,3.39996)
(16.2,4.79936,3.39996)
(16.2,4.79935,3.19996)
(16.6,4.79936,3.39996)
(16.6,4.79935,3.19996)
(15.8,4.99936,3.39996)
(15.8,4.99935,3.19996)
(16.2,4.99935,3.19996)
(16.2,4.99936,3.39996)
(15.8,4.79936,3.39996)
(15.8,4.79935,3.19996)
(16.2,4.79936,3.39996)
(16.2,4.79935,3.19996)
(15.4,4.99936,3.39996)
(15.4,4.99936,3.19996)
(15.8,4.99935,3.19996)
(15.8,4.99936,3.39996)
(15.4,4.79936,3.39996)
(15.4,4.79936,3.19996)
(15.8,4.79936,3.39996)
(15.8,4.79935,3.19996)
(15,4.99936,3.39996)
(15,4.99936,3.19996)
(15.4,4.99936,3.19996)
(15.4,4.99936,3.39996)
(15,4.79936,3.39996)
(15,4.79936,3.19996)
(15.4,4.79936,3.39996)
(15.4,4.79936,3.19996)
(14.6,4.99936,3.39996)
(14.6,4.99937,3.19996)
(15,4.99936,3.19996)
(15,4.99936,3.39996)
(14.6,4.79936,3.39996)
(14.6,4.79937,3.19996)
(15,4.79936,3.39996)
(15,4.79936,3.19996)
(14.2,4.99937,3.39996)
(14.2,4.99937,3.19996)
(14.6,4.99937,3.19996)
(14.6,4.99936,3.39996)
(14.2,4.79937,3.39996)
(14.2,4.79937,3.19996)
(14.6,4.79936,3.39996)
(14.6,4.79937,3.19996)
(13.8,4.99937,3.39996)
(13.8,4.99938,3.19996)
(14.2,4.99938,3.19997)
(14.2,4.99937,3.39997)
(13.8,4.79937,3.39995)
(13.8,4.79938,3.19995)
(14.2,4.79937,3.39996)
(14.2,4.79938,3.19996)
(18.6,4.59937,3.39996)
(18.6,4.59938,3.19996)
(18.6,4.99938,3.19997)
(18.6,4.99937,3.39997)
(18.8,4.59937,3.39996)
(18.8,4.59938,3.19996)
(18.8,4.99937,3.39997)
(18.8,4.99938,3.19997)
(18.8,0.599372,3.39984)
(18.8,0.599381,3.19984)
(18.8,0.199381,3.19982)
(18.8,0.199372,3.39982)
(18.6,0.599372,3.39984)
(18.6,0.599381,3.19984)
(18.6,0.199372,3.39983)
(18.6,0.199381,3.19983)
(18.8,4.59937,3.39996)
(18.8,4.59938,3.19996)
(18.8,4.19938,3.19994)
(18.8,4.19937,3.39994)
(18.6,4.59937,3.39996)
(18.6,4.59938,3.19996)
(18.6,4.19937,3.39995)
(18.6,4.19938,3.19995)
(18.8,4.19937,3.39994)
(18.8,4.19938,3.19994)
(18.8,3.79938,3.19993)
(18.8,3.79937,3.39993)
(18.6,4.19937,3.39995)
(18.6,4.19938,3.19995)
(18.6,3.79937,3.39993)
(18.6,3.79938,3.19993)
(18.8,3.79937,3.39993)
(18.8,3.79938,3.19993)
(18.8,3.39938,3.19992)
(18.8,3.39937,3.39992)
(18.6,3.79937,3.39994)
(18.6,3.79938,3.19994)
(18.6,3.39937,3.39992)
(18.6,3.39938,3.19992)
(18.8,3.39937,3.39992)
(18.8,3.39938,3.19992)
(18.8,2.99938,3.19991)
(18.8,2.99937,3.39991)
(18.6,3.39937,3.39993)
(18.6,3.39938,3.19993)
(18.6,2.99937,3.39991)
(18.6,2.99938,3.19991)
(18.8,2.99937,3.39991)
(18.8,2.99938,3.19991)
(18.8,2.59938,3.1999)
(18.8,2.59937,3.3999)
(18.6,2.99937,3.39992)
(18.6,2.99938,3.19992)
(18.6,2.59937,3.3999)
(18.6,2.59938,3.1999)
(18.8,2.59937,3.3999)
(18.8,2.59938,3.1999)
(18.8,2.19938,3.19989)
(18.8,2.19937,3.39989)
(18.6,2.59937,3.3999)
(18.6,2.59938,3.1999)
(18.6,2.19937,3.39989)
(18.6,2.19938,3.19989)
(18.8,2.19937,3.39989)
(18.8,2.19938,3.19989)
(18.8,1.79938,3.19988)
(18.8,1.79937,3.39988)
(18.6,2.19937,3.39989)
(18.6,2.19938,3.19989)
(18.6,1.79937,3.39988)
(18.6,1.79938,3.19988)
(18.8,1.79937,3.39988)
(18.8,1.79938,3.19988)
(18.8,1.39938,3.19986)
(18.8,1.39937,3.39986)
(18.6,1.79937,3.39988)
(18.6,1.79938,3.19988)
(18.6,1.39937,3.39987)
(18.6,1.39938,3.19987)
(18.8,1.39937,3.39987)
(18.8,1.39938,3.19987)
(18.8,0.999378,3.19985)
(18.8,0.999371,3.39985)
(18.6,1.39937,3.39987)
(18.6,1.39938,3.19987)
(18.6,0.999371,3.39985)
(18.6,0.999379,3.19985)
(18.8,0.999371,3.39986)
(18.8,0.999379,3.19986)
(18.8,0.599379,3.19984)
(18.8,0.599371,3.39984)
(18.6,0.999371,3.39986)
(18.6,0.999379,3.19986)
(18.6,0.599371,3.39984)
(18.6,0.599379,3.19984)
(14.4,0.19937,3.39983)
(14.4,0.19938,3.19983)
(14.8,0.199379,3.19983)
(14.8,0.199368,3.39983)
(14.4,-0.000630501,3.39982)
(14.4,-0.000619703,3.19982)
(14.8,-0.000631727,3.39982)
(14.8,-0.000620929,3.19982)
(14.8,0.199368,3.39983)
(14.8,0.199379,3.19983)
(15.2,0.199378,3.19983)
(15.2,0.199367,3.39983)
(14.8,-0.000632009,3.39982)
(14.8,-0.000621126,3.19982)
(15.2,-0.000632881,3.39982)
(15.2,-0.000621997,3.19982)
(15.2,0.199368,3.39983)
(15.2,0.199379,3.19983)
(15.6,0.19938,3.19983)
(15.6,0.199369,3.39983)
(15.2,-0.000632155,3.39982)
(15.2,-0.00062114,3.19982)
(15.6,-0.000631384,3.39982)
(15.6,-0.000620369,3.19982)
(15.6,0.19937,3.39983)
(15.6,0.199381,3.19983)
(16,0.19938,3.19983)
(16,0.199369,3.39983)
(15.6,-0.000630366,3.39982)
(15.6,-0.000618991,3.19982)
(16,-0.000630943,3.39982)
(16,-0.000619568,3.19982)
(16,0.199369,3.39983)
(16,0.199379,3.19983)
(16.4,0.199378,3.19983)
(16.4,0.199367,3.39983)
(16,-0.000631292,3.39982)
(16,-0.000621091,3.19982)
(16.4,-0.00063259,3.39982)
(16.4,-0.00062239,3.19982)
(16.4,0.199368,3.39983)
(16.4,0.19938,3.19983)
(16.8,0.199379,3.19983)
(16.8,0.199368,3.39983)
(16.4,-0.000631583,3.39982)
(16.4,-0.000620422,3.19982)
(16.8,-0.000631995,3.39982)
(16.8,-0.000620834,3.19982)
(16.8,0.199369,3.39983)
(16.8,0.199382,3.19983)
(17.2,0.199383,3.19983)
(17.2,0.19937,3.39983)
(16.8,-0.000631049,3.39982)
(16.8,-0.000617835,3.19982)
(17.2,-0.000630433,3.39982)
(17.2,-0.000617219,3.19982)
(17.2,0.19937,3.39983)
(17.2,0.199384,3.19983)
(17.6,0.19938,3.19983)
(17.6,0.199367,3.39983)
(17.2,-0.000629775,3.39982)
(17.2,-0.000616331,3.19982)
(17.6,-0.000633161,3.39982)
(17.6,-0.000619717,3.19982)
(17.6,0.199366,3.39983)
(17.6,0.19938,3.19983)
(18,0.199379,3.19983)
(18,0.199365,3.39983)
(17.6,-0.000633643,3.39982)
(17.6,-0.000619925,3.19982)
(18,-0.00063469,3.39982)
(18,-0.000620972,3.19982)
(18,0.199367,3.39983)
(18,0.19938,3.19983)
(18.4,0.19938,3.19983)
(18.4,0.199367,3.39983)
(18,-0.000633479,3.39982)
(18,-0.000620307,3.19982)
(18.4,-0.000632872,3.39982)
(18.4,-0.0006197,3.19982)
(18.4,0.199368,3.39983)
(18.4,0.199379,3.19983)
(18.8,0.199382,3.19983)
(18.8,0.199371,3.39983)
(18.4,-0.000632118,3.39982)
(18.4,-0.000620675,3.19982)
(18.8,-0.000629422,3.39982)
(18.8,-0.000617979,3.19982)
(14,0.199372,3.39982)
(14,0.199384,3.19982)
(14.4,0.199381,3.19983)
(14.4,0.199369,3.39983)
(14,-0.000628414,3.39981)
(14,-0.000616485,3.19981)
(14.4,-0.000631291,3.39982)
(14.4,-0.000619363,3.19982)
(14,4.79937,3.39996)
(14,4.79938,3.19996)
(14,4.39938,3.19994)
(14,4.39937,3.39994)
(13.8,4.79937,3.39996)
(13.8,4.79938,3.19996)
(13.8,4.39937,3.39994)
(13.8,4.39938,3.19994)
(14,4.39937,3.39995)
(14,4.39938,3.19995)
(14,3.99938,3.19993)
(14,3.99937,3.39993)
(13.8,4.39937,3.39994)
(13.8,4.39938,3.19994)
(13.8,3.99937,3.39993)
(13.8,3.99938,3.19993)
(14,3.99937,3.39993)
(14,3.99938,3.19993)
(14,3.59938,3.19992)
(14,3.59937,3.39992)
(13.8,3.99937,3.39993)
(13.8,3.99938,3.19993)
(13.8,3.59937,3.39992)
(13.8,3.59938,3.19992)
(14,3.59937,3.39992)
(14,3.59938,3.19992)
(14,3.19938,3.19991)
(14,3.19937,3.39991)
(13.8,3.59937,3.39992)
(13.8,3.59938,3.19992)
(13.8,3.19937,3.39991)
(13.8,3.19938,3.19991)
(14,3.19938,3.39991)
(14,3.19938,3.19991)
(14,2.79938,3.1999)
(14,2.79938,3.3999)
(13.8,3.19938,3.39991)
(13.8,3.19938,3.19991)
(13.8,2.79938,3.3999)
(13.8,2.79938,3.1999)
(14,2.79938,3.3999)
(14,2.79938,3.1999)
(14,2.39938,3.19989)
(14,2.39938,3.39989)
(13.8,2.79938,3.3999)
(13.8,2.79938,3.1999)
(13.8,2.39938,3.39989)
(13.8,2.39938,3.19989)
(14,2.39937,3.39989)
(14,2.39938,3.19989)
(14,1.99938,3.19988)
(14,1.99937,3.39988)
(13.8,2.39937,3.39989)
(13.8,2.39938,3.19989)
(13.8,1.99937,3.39987)
(13.8,1.99938,3.19987)
(14,1.99937,3.39988)
(14,1.99938,3.19988)
(14,1.59938,3.19987)
(14,1.59937,3.39987)
(13.8,1.99937,3.39988)
(13.8,1.99938,3.19988)
(13.8,1.59937,3.39986)
(13.8,1.59938,3.19986)
(14,1.59937,3.39987)
(14,1.59938,3.19987)
(14,1.19938,3.19986)
(14,1.19937,3.39986)
(13.8,1.59937,3.39987)
(13.8,1.59938,3.19987)
(13.8,1.19937,3.39985)
(13.8,1.19938,3.19985)
(14,1.19937,3.39986)
(14,1.19938,3.19986)
(14,0.799381,3.19984)
(14,0.799374,3.39984)
(13.8,1.19937,3.39985)
(13.8,1.19938,3.19985)
(13.8,0.799374,3.39984)
(13.8,0.799381,3.19984)
(14,0.799374,3.39984)
(14,0.799382,3.19984)
(14,0.399382,3.19983)
(14,0.399374,3.39983)
(13.8,0.799375,3.39984)
(13.8,0.799382,3.19984)
(13.8,0.399375,3.39983)
(13.8,0.399382,3.19983)
(14,0.399372,3.39983)
(14,0.399382,3.19983)
(14,-0.000618352,3.19981)
(14,-0.000627524,3.39981)
(13.8,0.399374,3.39983)
